Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
62,2021,P,Andrew Chafin,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
63,2021,P,Brad Wieck,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
64,2021,P,Trevor Megill,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
65,2021,P,Jason Adam,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
66,2021,P,Brandon Workman,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
67,2021,P,Codi Heuer,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
68,2021,P,Pedro Strop,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
69,2021,P,Dillon Maples,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2020,C,Willson Contreras,28,57,225,189,37,46,10,0,7,26,1,2,20,57,0.243,0.356,0.407,0.763,106,77,6,14,0,2,1,Right,No
2,2020,1B,Anthony Rizzo,30,58,243,203,26,45,6,0,11,24,3,1,28,38,0.222,0.342,0.414,0.755,103,84,6,10,0,2,4,Left,No
3,2020,2B,Jason Kipnis,33,44,135,114,13,27,8,1,3,16,1,0,18,41,0.237,0.341,0.404,0.744,101,46,1,1,0,2,0,Left,No
4,2020,SS,Javier Báez,27,59,235,222,27,45,9,1,8,24,3,0,7,75,0.203,0.238,0.36,0.599,59,80,8,4,0,2,0,Right,No
5,2020,3B,David Bote,27,45,145,125,15,25,3,1,7,29,2,0,17,40,0.2,0.303,0.408,0.711,90,51,6,2,0,1,0,Right,No
6,2020,LF,Kyle Schwarber,27,59,224,191,30,36,6,0,11,24,1,0,30,66,0.188,0.308,0.393,0.701,88,75,3,3,0,0,1,Left,No
7,2020,CF,Ian Happ,25,57,231,198,27,51,11,1,12,28,1,3,30,63,0.258,0.361,0.505,0.866,131,100,1,2,1,0,1,Right,Yes
8,2020,RF,Jason Heyward,30,50,181,147,20,39,6,2,6,22,2,0,30,37,0.265,0.392,0.456,0.848,129,67,1,2,0,2,1,Left,No
9,2020,DH,Víctor Caratini,26,44,132,116,10,28,7,0,1,16,0,1,12,31,0.241,0.333,0.328,0.661,80,38,4,4,0,0,1,Right,Yes
10,2020,3B,Kris Bryant,28,34,147,131,20,27,5,1,4,11,0,0,12,40,0.206,0.293,0.351,0.644,73,46,1,4,0,0,0,Right,No
11,2020,2B,Nico Hoerner,23,48,126,108,19,24,4,0,0,13,3,2,12,24,0.222,0.312,0.259,0.571,57,28,3,3,0,2,0,Right,No
12,2020,OF,Cameron Maybin,33,18,56,52,3,13,4,1,0,5,3,0,3,12,0.25,0.304,0.365,0.669,80,19,1,1,0,0,0,Right,No
13,2020,CF,Albert Almora,26,28,34,30,4,5,1,0,0,1,0,0,3,9,0.167,0.265,0.2,0.465,29,6,0,1,0,0,0,Right,No
14,2020,OF,Steven Souza Jr.,31,11,31,27,3,4,2,0,1,5,1,0,4,15,0.148,0.258,0.333,0.591,58,9,0,0,0,0,0,Right,No
15,2020,DH,José Martínez,31,10,22,21,0,0,0,0,0,0,0,0,1,7,0.0,0.045,0.0,0.045,-86,0,1,0,0,0,0,Right,No
16,2020,DH,Josh Phegley,32,11,18,16,4,1,0,0,1,2,0,0,1,3,0.063,0.167,0.25,0.417,11,4,0,1,0,0,0,Right,No
17,2020,CF,Billy Hamilton,29,14,11,10,6,3,0,0,1,1,3,1,1,4,0.3,0.364,0.6,0.964,154,6,0,0,0,0,0,Right,Yes
18,2020,IF,Ildemaro Vargas,28,6,9,9,1,2,0,0,1,1,0,0,0,3,0.222,0.222,0.556,0.778,100,5,0,0,0,0,0,Right,Yes
19,2020,UT,Hernán Pérez,29,3,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-9,1,0,0,0,0,0,Right,No
20,2020,1B,Patrick Wisdom,28,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
21,2020,,Ian Miller,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
22,2020,P,Alec Mills,28,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,2020,P,Colin Rea,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
24,2020,P,Jon Lester,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
25,2020,P,José Quintana,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
26,2020,P,Andrew Chafin,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
27,2020,P,Jeremy Jeffress,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
28,2020,P,James Norwood,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
29,2020,P,Brailyn Marquez,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
30,2020,P,Ryan Tepera,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
31,2020,P,Rex Brothers,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
32,2020,P,Brad Wieck,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
33,2020,P,Kyle Hendricks,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,2020,P,Jason Adam,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,2020,P,Craig Kimbrel,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,2020,P,Duane Underwood Jr.,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,2020,P,Kyle Ryan,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
38,2020,P,Matt Dermody,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,2020,P,Tyson Miller,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2020,P,Adbert Alzolay,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2020,P,Rowan Wick,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
42,2020,P,Josh Osich,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2020,P,Dan Winkler,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2020,P,Casey Sadler,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2020,P,Yu Darvish,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2020,P,Tyler Chatwood,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2020,P,Dillon Maples,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2019,C,Willson Contreras,27,105,409,360,57,98,18,2,24,64,1,2,38,102,0.272,0.355,0.533,0.888,127,192,4,9,0,2,2,Right,No
2,2019,1B,Anthony Rizzo,29,146,613,512,89,150,29,3,27,94,5,2,71,86,0.293,0.405,0.52,0.924,139,266,15,27,0,3,3,Left,No
3,2019,2B,Addison Russell,25,82,241,215,25,51,4,1,9,23,2,0,20,58,0.237,0.308,0.391,0.699,81,84,7,3,1,2,2,Right,No
4,2019,SS,Javier Báez,26,138,561,531,89,149,38,4,29,85,11,7,28,156,0.281,0.316,0.531,0.847,115,282,16,0,0,2,3,Right,No
5,2019,3B,Kris Bryant,27,147,634,543,108,153,35,1,31,77,4,0,74,145,0.282,0.382,0.521,0.903,132,283,10,15,0,2,1,Right,No
6,2019,LF,Kyle Schwarber,26,155,610,529,82,132,29,3,38,92,2,3,70,156,0.25,0.339,0.531,0.871,122,281,6,5,0,6,5,Left,No
7,2019,CF,Albert Almora,25,130,363,339,41,80,11,1,12,32,2,1,16,62,0.236,0.271,0.381,0.651,67,129,8,1,5,2,4,Right,No
8,2019,RF,Jason Heyward,29,147,589,513,78,129,20,4,21,62,8,3,68,110,0.251,0.343,0.429,0.772,100,220,12,5,0,3,5,Left,No
9,2019,IF,David Bote,26,127,356,303,47,78,17,0,11,41,5,1,44,93,0.257,0.362,0.422,0.785,104,128,11,7,0,2,4,Right,No
10,2019,C,Víctor Caratini,25,95,279,244,31,65,11,0,11,34,1,0,29,59,0.266,0.348,0.447,0.794,105,109,6,3,0,3,0,Right,Yes
11,2019,RF,Nick Castellanos,27,51,225,212,43,68,21,0,16,36,0,1,10,47,0.321,0.356,0.646,1.002,153,137,5,2,0,1,0,Right,No
12,2019,2B,Daniel Descalso,32,82,194,168,20,29,5,1,2,15,2,1,23,57,0.173,0.271,0.25,0.521,38,42,3,0,1,1,0,Left,No
13,2019,2B,Ben Zobrist,38,47,176,150,24,39,5,0,1,17,0,0,23,24,0.26,0.358,0.313,0.671,79,47,6,1,0,2,0,Right,Yes
14,2019,UT,Ian Happ,24,58,156,140,25,37,7,1,11,30,2,0,15,39,0.264,0.333,0.564,0.898,128,79,1,0,0,1,0,Right,Yes
15,2019,UT,Tony Kemp,27,44,93,82,8,15,3,2,1,12,0,1,7,18,0.183,0.258,0.305,0.563,46,25,2,2,0,2,0,Left,No
16,2019,SS,Nico Hoerner,22,20,82,78,13,22,1,1,3,17,0,0,3,11,0.282,0.305,0.436,0.741,90,34,3,0,0,1,1,Right,No
17,2019,2B,Robel García,26,31,80,72,8,15,2,2,5,11,0,0,7,35,0.208,0.275,0.5,0.775,95,36,2,0,0,1,0,Right,Yes
18,2019,C,Jonathan Lucroy,33,27,60,53,2,10,2,0,1,6,0,0,6,12,0.189,0.283,0.283,0.566,49,15,2,1,0,0,1,Right,No
19,2019,OF,Carlos González,33,15,49,40,8,7,2,0,1,3,0,2,8,19,0.175,0.306,0.3,0.606,60,12,1,0,0,1,1,Left,No
20,2019,OF,Mark Zagunis,26,30,40,36,2,9,3,0,0,5,0,0,4,16,0.25,0.325,0.333,0.658,73,12,1,0,0,0,0,Right,No
21,2019,C,Taylor Davis,29,7,20,18,2,3,0,0,1,4,0,0,2,4,0.167,0.25,0.333,0.583,50,6,0,0,0,0,0,Right,No
22,2019,C,Martín Maldonado,32,4,13,11,0,0,0,0,0,0,0,0,2,5,0.0,0.154,0.0,0.154,-54,0,0,0,0,0,1,Right,No
23,2019,RF,Jim Adduci,34,2,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
24,2019,P,Kyle Hendricks,29,29,64,54,1,8,1,0,0,5,0,0,2,29,0.148,0.193,0.167,0.36,-4,9,1,1,7,0,0,Right,No
25,2019,P,José Quintana,30,31,63,54,2,5,1,0,0,3,0,0,0,27,0.093,0.093,0.111,0.204,-47,6,1,0,9,0,0,Right,No
26,2019,P,Yu Darvish,32,30,62,56,1,5,0,0,0,3,0,0,2,31,0.089,0.119,0.089,0.208,-44,5,1,0,3,1,0,Right,No
27,2019,P,Jon Lester,35,28,53,48,6,9,2,0,1,6,0,0,5,20,0.188,0.264,0.292,0.556,45,14,1,0,0,0,0,Left,No
28,2019,P,Cole Hamels,35,24,46,42,1,6,1,0,0,4,0,0,1,15,0.143,0.178,0.167,0.344,-9,7,2,1,1,1,0,Left,No
29,2019,P,Tyler Chatwood,29,40,21,18,1,3,2,0,0,1,0,0,1,6,0.167,0.211,0.278,0.488,26,5,0,0,2,0,0,Right,No
30,2019,P,Alec Mills,27,9,12,12,0,1,0,0,0,0,0,0,0,6,0.083,0.083,0.083,0.167,-56,1,0,0,0,0,0,Right,No
31,2019,P,Mike Montgomery,29,18,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,5,1,0,0,0,0,0,Left,No
32,2019,P,Adbert Alzolay,24,4,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,2019,P,Brad Brach,33,39,5,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,32,1,0,0,1,0,0,Right,No
34,2019,P,Kyle Ryan,27,71,3,2,0,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,1,0,0,0,0,0,0,Left,No
35,2019,P,Derek Holland,32,20,3,2,0,0,0,0,0,0,0,0,1,2,0.0,0.333,0.0,0.333,1,0,0,0,0,0,0,Right,Yes
36,2019,P,Steve Cishek,33,64,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,2019,P,James Norwood,25,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,2019,P,Randy Rosario,25,11,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,2019,P,Duane Underwood Jr.,24,12,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,2019,P,Xavier Cedeño,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
41,2019,P,Brad Wieck,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
42,2019,P,Craig Kimbrel,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2019,P,Carl Edwards Jr.,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2019,P,David Phelps,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2019,P,Danny Hultzen,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
46,2019,P,Rowan Wick,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
47,2019,P,Allen Webster,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2019,P,Brandon Kintzler,34,58,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2019,P,Pedro Strop,34,47,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
50,2019,P,Dillon Maples,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
51,2019,P,Tony Barnette,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
52,2019,P,Tim Collins,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,2018,C,Willson Contreras,26,138,544,474,50,118,27,5,10,54,4,1,53,121,0.249,0.339,0.39,0.73,94,185,14,13,2,2,2,Right,No
2,2018,1B,Anthony Rizzo,28,153,665,566,74,160,29,1,25,101,6,4,70,80,0.283,0.376,0.47,0.846,124,266,11,20,0,9,15,Left,No
3,2018,2B,Javier Báez,25,160,645,606,101,176,40,9,34,111,21,9,29,167,0.29,0.326,0.554,0.881,129,336,10,5,1,4,8,Right,No
4,2018,SS,Addison Russell,24,130,465,420,52,105,21,1,5,38,4,0,40,99,0.25,0.317,0.34,0.657,76,143,7,2,1,2,2,Right,No
5,2018,3B,Kris Bryant,26,102,457,389,59,106,28,3,13,52,2,4,48,107,0.272,0.374,0.46,0.834,121,179,5,17,0,3,6,Right,No
6,2018,LF,Kyle Schwarber,25,137,510,428,64,102,14,3,26,61,4,3,78,140,0.238,0.356,0.467,0.823,117,200,6,1,1,2,20,Left,No
7,2018,CF,Albert Almora,24,152,479,444,62,127,24,1,5,41,1,3,24,83,0.286,0.323,0.378,0.701,86,168,12,3,2,6,1,Right,No
8,2018,RF,Jason Heyward,28,127,489,440,67,119,23,4,8,57,1,1,42,60,0.27,0.335,0.395,0.731,94,174,7,2,2,2,1,Left,No
9,2018,UT,Ben Zobrist,37,139,520,455,67,139,28,3,9,58,3,4,55,60,0.305,0.378,0.44,0.817,117,200,8,2,1,7,1,Right,Yes
10,2018,OF,Ian Happ,23,142,462,387,56,90,19,2,15,44,8,4,70,167,0.233,0.353,0.408,0.761,102,158,6,3,0,2,9,Right,Yes
11,2018,3B,David Bote,25,74,210,184,23,44,9,2,6,33,3,4,19,60,0.239,0.319,0.408,0.727,92,75,3,4,0,3,1,Right,No
12,2018,C,Víctor Caratini,24,76,200,181,21,42,7,0,2,21,0,0,12,42,0.232,0.293,0.304,0.597,60,55,5,4,2,1,0,Right,Yes
13,2018,IF,Tommy La Stella,29,123,192,169,23,45,8,0,1,19,0,1,17,27,0.266,0.34,0.331,0.672,81,56,5,2,0,0,1,Left,No
14,2018,2B,Daniel Murphy,33,35,146,138,23,41,6,0,6,13,2,0,7,23,0.297,0.329,0.471,0.8,110,65,1,0,0,1,0,Left,No
15,2018,C,Chris Gimenez,35,12,32,28,1,4,0,0,0,1,1,0,3,7,0.143,0.219,0.143,0.362,0,4,1,0,0,1,0,Right,No
16,2018,1B,Efren Navarro,32,4,6,6,0,1,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333,-11,1,0,0,0,0,0,Left,No
17,2018,UT,Taylor Davis,28,5,6,5,0,2,0,0,0,2,0,0,0,1,0.4,0.333,0.4,0.733,95,2,0,0,0,1,0,Right,No
18,2018,RF,Mark Zagunis,25,5,6,5,0,2,1,0,0,1,0,0,1,1,0.4,0.5,0.6,1.1,192,3,0,0,0,0,0,Right,No
19,2018,LF,Terrance Gore,27,14,5,5,5,1,0,0,0,0,6,0,0,1,0.2,0.2,0.2,0.4,7,1,0,0,0,0,0,Right,No
20,2018,2B,Mike Freeman,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Left,No
21,2018,P,Kyle Hendricks,28,31,66,60,1,4,1,0,0,1,0,0,2,31,0.067,0.097,0.083,0.18,-51,5,0,0,4,0,0,Right,No
22,2018,P,Jon Lester,34,31,65,59,4,7,0,0,1,9,0,0,0,22,0.119,0.119,0.169,0.288,-24,10,1,0,6,0,0,Left,No
23,2018,P,José Quintana,29,30,58,52,0,4,0,0,0,0,0,0,0,26,0.077,0.077,0.077,0.154,-59,4,3,0,6,0,0,Right,No
24,2018,P,Mike Montgomery,28,37,35,33,1,3,0,0,0,1,0,0,1,20,0.091,0.118,0.091,0.209,-43,3,0,0,1,0,0,Left,No
25,2018,P,Tyler Chatwood,28,23,32,25,3,4,0,0,0,2,0,0,1,6,0.16,0.192,0.16,0.352,-4,4,0,0,6,0,0,Right,No
26,2018,P,Cole Hamels,34,11,25,23,1,3,0,0,1,1,0,0,1,12,0.13,0.167,0.261,0.428,12,6,0,0,1,0,0,Left,No
27,2018,P,Yu Darvish,31,8,14,12,0,1,1,0,0,0,0,0,0,7,0.083,0.083,0.167,0.25,-36,2,0,0,2,0,0,Right,No
28,2018,P,Steve Cishek,32,76,6,6,1,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-11,1,0,0,0,0,0,Right,No
29,2018,P,Luke Farrell,27,19,5,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No
30,2018,P,Alec Mills,26,7,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,7,1,0,0,0,0,0,Right,No
31,2018,P,Eddie Butler,27,8,3,2,0,0,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,0,Right,No
32,2018,P,James Norwood,24,10,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
33,2018,P,Randy Rosario,24,43,2,1,1,1,0,0,0,1,0,0,1,0,1.0,1.0,1.0,2.0,437,1,0,0,0,0,0,Left,No
34,2018,P,Justin Hancock,27,10,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,2018,P,Pedro Strop,33,57,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
36,2018,P,Brian Duensing,35,47,2,1,1,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,51,0,0,0,0,0,0,Left,No
37,2018,P,Brandon Morrow,33,35,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,2018,P,Duane Underwood Jr.,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,2018,P,Brandon Kintzler,33,23,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,2018,P,Justin Wilson,30,67,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
41,2018,P,Anthony Bass,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2018,P,Jaime García,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2018,P,Jen-Ho Tseng,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
44,2018,P,Carl Edwards Jr.,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2018,P,Jorge De La Rosa,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
46,2018,P,Rob Zastryzny,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2018,P,Allen Webster,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2018,P,Jesse Chavez,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2018,P,Dillon Maples,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
50,2018,P,Cory Mazzoni,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2017,C,Willson Contreras,25,117,428,377,50,104,21,0,21,74,5,4,45,98,0.276,0.356,0.499,0.855,118,188,13,3,1,2,2,Right,No
2,2017,1B,Anthony Rizzo,27,157,691,572,99,156,32,3,32,109,10,4,91,90,0.273,0.392,0.507,0.899,131,290,21,24,0,4,11,Left,No
3,2017,2B,Ben Zobrist,36,128,496,435,58,101,20,3,12,50,2,2,54,71,0.232,0.318,0.375,0.693,79,163,13,2,2,3,2,Right,Yes
4,2017,SS,Addison Russell,23,110,385,352,52,84,21,3,12,43,2,1,29,91,0.239,0.304,0.418,0.722,84,147,5,4,0,0,5,Right,No
5,2017,3B,Kris Bryant,25,151,665,549,111,162,38,4,29,73,7,5,95,128,0.295,0.409,0.537,0.946,142,295,8,15,0,6,5,Right,No
6,2017,LF,Kyle Schwarber,24,129,486,422,67,89,16,1,30,59,1,1,59,150,0.211,0.315,0.467,0.782,99,197,6,5,0,0,1,Left,No
7,2017,CF,Albert Almora,23,132,323,299,39,89,18,1,8,46,1,0,19,53,0.298,0.338,0.445,0.782,100,133,8,0,3,2,1,Right,No
8,2017,RF,Jason Heyward,27,126,481,432,59,112,15,4,11,59,4,4,41,67,0.259,0.326,0.389,0.715,84,168,8,3,2,2,1,Left,No
9,2017,MI,Javier Báez,24,145,508,469,75,128,24,2,23,75,10,3,30,144,0.273,0.317,0.48,0.796,102,225,10,1,6,2,15,Right,No
10,2017,OF,Jon Jay,32,141,433,379,65,112,18,3,2,34,6,2,37,80,0.296,0.374,0.375,0.749,96,142,11,12,3,2,3,Left,No
11,2017,UT,Ian Happ,22,115,413,364,62,92,17,3,24,68,8,4,39,129,0.253,0.328,0.514,0.842,113,187,12,4,2,4,5,Right,Yes
12,2017,IF,Tommy La Stella,28,73,151,125,18,36,8,0,5,22,0,0,20,18,0.288,0.389,0.472,0.861,122,59,3,2,0,2,1,Left,No
13,2017,C,Miguel Montero,33,44,112,98,12,28,3,0,4,8,1,0,11,24,0.286,0.366,0.439,0.805,108,43,3,2,0,1,1,Left,No
14,2017,C,Alex Avila,30,35,112,92,11,22,2,1,3,17,0,0,19,40,0.239,0.369,0.38,0.75,95,35,4,0,1,0,0,Left,No
15,2017,UT,Víctor Caratini,23,31,66,59,6,15,3,0,1,2,0,0,4,13,0.254,0.333,0.356,0.689,79,21,3,3,0,0,1,Right,Yes
16,2017,C,René Rivera,33,20,50,44,8,15,5,0,2,12,0,0,5,16,0.341,0.408,0.591,0.999,154,26,1,0,1,0,0,Right,No
